Year,Incident,HourlyNotionalCost,FinalDescription,Animal,OriginofCall,PropertyType,PropertyCategory,RescueType,Ward,Borough,Street
2018,Special Service,333,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,SOUTHGATE GREEN,ENFIELD,PALMERS ROAD
2018,Special Service,333,PIGEON TRAPPED IN EXTRACTOR FAN,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,CHURCH STREET
2018,Special Service,333,SEAGULL TRAPPED IN NETTING ON TOP OF BUILDING,Bird,mobile,Warehouse ,Non Residential,from height,FRYENT,BRENT,EDGWARE ROAD
2018,Special Service,333,TRAPPED SWIFT HANGING- CAUGHT IN WIRES   RSPCA IN ATTENDANCE,Bird,landline,House - single occupancy ,Dwelling,from height,Goose Green,SOUTHWARK,BAWDALE ROAD
2018,Special Service,333,BIRD TRAPPED IN NETTING,Bird,mobile,Restaurant/cafe,Non Residential,from height,WEST END,WESTMINSTER,HEDDON STREET
2018,Special Service,333,BIRD TRAPPED BETWEEN CAMERA AND LAMP POST,Bird,mobile,Other outdoor structures ,Outdoor Structure,from height,Selhurst,CROYDON,WHITEHORSE ROAD
2018,Special Service,333,PARROTS WINGS TRAPPED IN A TREE,Bird,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,FOREST GATE NORTH,NEWHAM,HORACE ROAD
2018,Special Service,333,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,CHASE,ENFIELD,CHANTRY CLOSE
2018,Special Service,333,BIRD TRAPPED IN NETTING    RSPCA IN ATTENDANCE,Bird,landline,Purpose built office ,Non Residential,from height,GROVE,KINGSTON UPON THAMES,CHAPEL MILL ROAD
2018,Special Service,333,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,ROEHAMPTON AND PUTNEY HEATH,WANDSWORTH,DANEBURY AVENUE
2018,Special Service,333,PIGEON TRAPPED ON SECOND FLOOR LOBBY,Bird,landline,Medical/health centre,Non Residential,from height,PENGE AND CATOR,BROMLEY,CROYDON ROAD
2018,Special Service,333,BIRD TRAPPED IN GUTTERING    REQUESTED BY RSPCA WHO ARE ON SCENE,Bird,mobile,House - single occupancy ,Dwelling,from height,SYDENHAM,LEWISHAM,NEWLANDS PARK
2018,Special Service,333,BIRD TRAPPED IN NETTING ON ROOF NEAR TO WARREN STREET STATION - CALLER WILL MEET YOU,Bird,mobile,Restaurant/cafe,Non Residential,from height,BLOOMSBURY,CAMDEN,WARREN STREET
2018,Special Service,333,BIRD TRAPPED UNDER RAILWAY BRIDGE OPPOSITE THE FALCON PUBLIC HOUSE  CALLER WILL MEET,Bird,mobile,Bridge,Outdoor Structure,from height,FERNDALE,LAMBETH,BEDFORD ROAD
2018,Special Service,333,Redacted,Bird,mobile,House - single occupancy ,Dwelling,from height,WEST HAMPSTEAD,CAMDEN,FAWLEY ROAD
2018,Special Service,333,Redacted,Bird,landline,Purpose built office ,Non Residential,from height,SOUTHGATE,ENFIELD,HIGH STREET
2018,Special Service,333,ASSIST RSPCA WITH PARROT ON ROOF   RSPCA IN ATTENDANCE,Bird,mobile,House - single occupancy ,Dwelling,from height,JUBILEE,ENFIELD,CUCKOO HALL LANE
2018,Special Service,333,BIRD TRAPPED IN NETTING ON  BALCONY RSPCA ON SCENE,Bird,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,SOUTH HORNCHURCH,HAVERING,DUNEDIN ROAD
2018,Special Service,333,BIRD TRAPPED IN BUILDING,Bird,mobile,Single shop ,Non Residential,from height,Rye Lane,SOUTHWARK,RYE LANE
2018,Special Service,333,PIGEON TRAPPED IN NETTING,Bird,mobile,Bridge,Outdoor Structure,from height,COLLEGE PARK AND OLD OAK,HAMMERSMITH AND FULHAM,DU CANE ROAD
2018,Special Service,333,SMALL ANIMAL RESCUE  -  NETS OF BIRDS HAVE TRAPPED BY BUILDING WORKS,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,NORTHOLT WEST END,EALING,DEHAVILLAND CLOSE
2018,Special Service,333,ASSIST RSPCA WITH INJURED BIRD TRAPPED IN TELEPHONE WIRE    RSPCA IN ATTENDANCE,Bird,landline,House - single occupancy ,Dwelling,from height,MAYESBROOK,BARKING AND DAGENHAM,FLAMSTEAD ROAD
2018,Special Service,333,BIRD TRAPPED IN STRING AT ROOF LEVEL ALSO HANGING UPSIDE DOWN CALLED BY THE RSPCA WHO WILL NOT BE AT,Bird,landline,House - single occupancy ,Dwelling,from height,ALPERTON,BRENT,DOROTHY AVENUE
2018,Special Service,333,PARROT TRAPPED IN TREE - ALP REQUESTED,Bird,mobile,Other car park structure,Non Residential,from height,NORTHWOOD HILLS,HILLINGDON,WINDSOR CLOSE
2018,Special Service,333,BIRD TRAPPED IN WIRE,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,FINSBURY PARK,ISLINGTON,SEVEN SISTERS ROAD
2018,Special Service,333,"ASSIST RSPCA WITHN PIGEON IN NETTING, INSPECTOR ON SCENE",Bird,mobile,Secondary school,Non Residential,from height,COPPETTS,BARNET,HEMINGTON AVENUE
2018,Special Service,333,SMALL ANIMAL RESCUE - PIGEON STUCK IN NETTING,Bird,landline,House - single occupancy ,Dwelling,from height,FINCHLEY CHURCH END,BARNET,CHURCH CRESCENT
2018,Special Service,333,GULL TRAPPED ON ROOF  RSPCA IN ATTENDANCE,Bird,landline,Large supermarket ,Non Residential,from height,PURLEY & WOODCOTE,CROYDON,PURLEY ROAD
2018,Special Service,333,BIRD STUCK IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2018,Special Service,333,PIGEON  TRAPPED IN CABLE ON ROOF     RIVER ISLAND,Bird,mobile,Shopping Centre ,Non Residential,from height,NOEL PARK,HARINGEY,HIGH ROAD
2018,Special Service,333,PIGEON TRAPPED IN NETTING AT FRONT OF BUILDING APPROX SECOND FLOOR   REQUESTED TO ATTEND BY RSPCA,Bird,landline,Purpose built office ,Non Residential,from height,HOXTON WEST,HACKNEY,CRANWOOD STREET
2018,Special Service,333,SMALL ANIMAL RESCUE - BIRD CAUGHT IN NETTING,Bird,landline,Large supermarket ,Non Residential,from height,PETTS WOOD AND KNOLL,BROMLEY,QUEENSWAY
2019,Special Service,333,BIRD TRAPPED IN MESH SINCE YESTERDAY,Bird,mobile,Hospital ,Non Residential,from height,BISHOP'S,LAMBETH,WESTMINSTER BRIDGE ROAD
2019,Special Service,333,Redacted,Bird,mobile,House - single occupancy ,Dwelling,from height,STONEBRIDGE,BRENT,NORMANS CLOSE
2019,Special Service,333,ASSIST WILDLIFE REPS WITH SMALL ANIMAL RESCUE      REPS WILL MEET CREWS IN CAR PARK,Bird,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,333,BIRD TRAPPED IN NETTING,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,333,BIRD TRAPPED IN CHIMNEY,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,WEST HILL,WANDSWORTH,PRINCES WAY
2019,Special Service,333,PIGEON TRAPPED IN NETTING    BY RAILWAY BRIDGE    CALLER IS WAITING FOR YOU,Bird,mobile,Bridge,Outdoor Structure,from height,RAYNES PARK,MERTON,COOMBE LANE
2019,Special Service,333,ASSIST RSPCA,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,CHURCH STREET,WESTMINSTER,CHURCH STREET
2019,Special Service,333,BIRD TRAPPED IN NETTING  ASSIST RSPCA  NEXT TO RECYCLING CENTRE,Bird,mobile,Purpose built office ,Non Residential,from height,GROVE,KINGSTON UPON THAMES,CHAPEL MILL ROAD
2019,Special Service,333,PIGEON STUCK IN NETTING,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,WILLIAM MORRIS,WALTHAM FOREST,FOREST ROAD
2019,Special Service,333,Redacted,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,ST. JAMES'S,WESTMINSTER,ST JAMES'S PLACE
2019,Special Service,339,PIGEON TRAPPED IN NETTING ABOVE,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,339,ASSIST RSPCA WITH BIRD TRAPPED IN CHIMNEY,Bird,landline,House - single occupancy ,Dwelling,from height,TURKEY STREET,ENFIELD,WINDSOR ROAD
2019,Special Service,339,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,QUEENSBURY,BRENT,ALPINE ROAD
2019,Special Service,339,TO ASSIST RSPCA WITH PIGEON CAUGHT IN TREE NEAR BOAT POND     ALP REQUIRED,Bird,mobile,Park ,Outdoor,from height,GREENWICH WEST,GREENWICH,PARK VISTA
2019,Special Service,339,BIRD STUCK IN CHIMNEY,Bird,mobile,House - single occupancy ,Dwelling,from height,EAST WICKHAM,BEXLEY,LOVEL AVENUE
2019,Special Service,339,BIRD STUCK IN NETTING    GROUND FLOOR FLAT,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,TOWN,HAMMERSMITH AND FULHAM,MUNSTER ROAD
2019,Special Service,339,PIGEON TRAPPED IN NETTING,Bird,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,ST. HELIER,SUTTON,WRYTHE LANE
2019,Special Service,339,ASSIST RSPCA   TWO PIGEONS HEADS STUCK IN SOLAR PANEL BY GUTTER,Bird,mobile,House - single occupancy ,Dwelling,from height,HATCH LANE,WALTHAM FOREST,CONNINGTON CRESCENT
2019,Special Service,339,BIRD ENTANGLED IN WIRE    SECOND FLOOR LEVEL   CALLER WILL MEET BRIGADE,Bird,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,PECKHAM,SOUTHWARK,PECKHAM HILL STREET
2019,Special Service,339,BIRD TRAPPED IN NETTING UNDER BRIDGE - CALLER WILL FLAG YOU DOWN,Bird,mobile,Bridge,Outdoor Structure,from height,BEDFORD,WANDSWORTH,CAVENDISH ROAD
2019,Special Service,339,WILD BIRD TRAPPED INSIDE BUILDING   CALLER WILL MEET YOU,Bird,mobile,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,from height,SHAFTESBURY,WANDSWORTH,CROSLAND PLACE
2019,Special Service,339,PARROT STUCK IN TREE  ATTACHED BY HARNESS,Bird,mobile,Roadside vegetation ,Outdoor,from height,COLDHARBOUR AND NEW ELTHAM,GREENWICH,SPEKEHILL
2019,Special Service,339,RUNNING CALL TO PARAKEET TRAPPED IN NETTING OF FIRE STATION TOWER,Bird,landline,Fire station ,Non Residential,from height,CANONS,HARROW,HONEYPOT LANE
2019,Special Service,339,PIGEON TRAPPED IN NETTING UNDER BRIDGE - CALLER WILL MEET YOU,Bird,mobile,Bridge,Outdoor Structure,from height,RAYNES PARK,MERTON,COOMBE LANE
2019,Special Service,339,SWAN STUCK ON BALCONY   ASSIST RSPCA,Bird,mobile,House - single occupancy ,Dwelling,from height,SHIRLY SOUTH,CROYDON,FARM DRIVE
2019,Special Service,339,ASSIST RSPCA GAIN ACCESS TO DUCKLINGS,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,BECKTON,NEWHAM,FROBISHER YARD
2019,Special Service,339,STARLING   TRAPPED IN EAVES OF ROOF,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,HACKNEY DOWNS,HACKNEY,QUEENSDOWN ROAD
2019,Special Service,339,PIGEON TRAPPED IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LEYTON,WALTHAM FOREST,VILLIERS CLOSE
2019,Special Service,339,BIRD TRAPPED IN TREE   CALLED BY RSPCA OFFICER WHO IS ON SCENE,Bird,mobile,Tree scrub ,Outdoor,from height,HIGHBURY WEST,ISLINGTON,AMBLER ROAD
2019,Special Service,339,SEAGULL CAUGHT IN NETTING ON ROOF,Bird,landline,Purpose built office ,Non Residential,from height,CORNHILL,CITY OF LONDON,CORNHILL
2019,Special Service,339,SMALL ANIMAL RESCUE - PIGEON TRAPPED IN NETTING  THIS IS BETWEEN LOWER MASH AND UPPER MARSH,Bird,mobile,Bridge,Outdoor Structure,from height,ST. GEORGE'S,SOUTHWARK,LONDON ROAD
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,HACKNEY DOWNS,HACKNEY,NAPOLEON ROAD
2019,Special Service,339,MAGPIE WITH HEAD STUCK IN ROOF VOID      AT SIDE OF HOUSE,Bird,landline,House - single occupancy ,Dwelling,from height,WALPOLE,EALING,LOVEDAY ROAD
2019,Special Service,339,MAGPIE TRAPPED IN GUTTER,Bird,landline,House - single occupancy ,Dwelling,from height,SURBITON HILL,KINGSTON UPON THAMES,SAXON CLOSE
2019,Special Service,339,PIGEON STUCK IN NETTING,Bird,mobile,"Takeaway, fast food ",Non Residential,from height,THAMES,BARKING AND DAGENHAM,FARR AVENUE
2019,Special Service,339,PIGEON STUCK IN CHIMNEY AREA,Bird,mobile,House - single occupancy ,Dwelling,from height,NEWINGTON,SOUTHWARK,CRAMPTON STREET
2019,Special Service,339,RUNNING CALL TO PIGEON TRAPPED IN NETTING - RSCPA REQUESTED,Bird,landline,Tree scrub ,Outdoor,from height,ST. MARY'S,ISLINGTON,UPPER STREET
2019,Special Service,339,SMALL ANIMAL RESCUE  - BIRD TRAPPED IN CHIMNEY,Bird,mobile,House - single occupancy ,Dwelling,from height,CHINGFORD GREEN,WALTHAM FOREST,THE DRIVE
2019,Special Service,339,Redacted,Bird,landline,Purpose built office ,Non Residential,from height,MUSWELL HILL,HARINGEY,MUSWELL HILL BROADWAY
2019,Special Service,339,INJURED BIRD TRAPPED BEHIND BIRD PROOFING   SERVICE YARD ENTRANCE OPPOSITE IMMAGRATION CENTRE,Bird,mobile,Underground car park,Non Residential,from height,LONDON BRIDGE & WEST BERMONDSEY,SOUTHWARK,LONDON BRIDGE STREET
2019,Special Service,339,ASSIST RSPCA WITH TRAPPED DUCKLINGS,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,TOTTENHAM HALE,HARINGEY,WATERSIDE WAY
2019,Special Service,339,BIRD TRAPPED IN TREE RSPCA IN ATTENDANCE AT JUNCTION OF GUY STREET,Bird,mobile,Animal harm outdoors,Outdoor,from height,LONDON BRIDGE & WEST BERMONDSEY,SOUTHWARK,KIPLING STREET
2019,Special Service,339,BIRDS TRAPPED IN ROOF SPACE,Bird,mobile,House - single occupancy ,Dwelling,from height,HATCH LANE,WALTHAM FOREST,LITTLE FRIDAY ROAD
2019,Special Service,339,Redacted,Bird,mobile,Common external bin storage area,Outdoor Structure,from height,NOEL PARK,HARINGEY,HIGH ROAD
2019,Special Service,339,SMALL ANIMAL RESCUE - BIRD TRAPPED IN GUTTERING,Bird,mobile,House - single occupancy ,Dwelling,from height,ABBEY ROAD,WESTMINSTER,SPRINGFIELD ROAD
2019,Special Service,339,PIGEON TRAPPED IN NETTING,Bird,mobile,Private Garden Shed ,Non Residential,from height,HOUNSLOW SOUTH,HOUNSLOW,ELLERDINE ROAD
2019,Special Service,339,ASSIST WITH BIRD TRAPPED IN NETTING    RSPCA ON SCENE,Bird,mobile,House - single occupancy ,Dwelling,from height,CHISWICK HOMEFIELDS,HOUNSLOW,GREAT CHERTSEY ROAD
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Other outdoor structures ,Outdoor Structure,from height,MAPESBURY,BRENT,KILBURN HIGH ROAD
2019,Special Service,339,ASSIST RSPCA WITH RETREAVAL OF ANIMAL STUCK ON ROOF,Bird,landline,House - single occupancy ,Dwelling,from height,HILLINGDON EAST,HILLINGDON,RICHMOND AVENUE
2019,Special Service,339,Redacted,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,HACKNEY DOWNS,HACKNEY,MUIR ROAD
2019,Special Service,339,PARROT ENTANGLED IN WIRE IN TREE,Bird,mobile,Woodland/forest - conifers/softwood ,Outdoor,from height,JUBILEE,ENFIELD,CHARLTON ROAD
2019,Special Service,339,ASSIST RSPCA WITH BIRD TRAPPED NETTING  - RSPCA ON SCENE,Bird,mobile,Domestic garden (vegetation not equipment) ,Outdoor,from height,ENFIELD HIGHWAY,ENFIELD,ELMORE ROAD
2019,Special Service,339,BIRD TRAPPED IN GUTTERING,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,HIGHBURY EAST,ISLINGTON,BIRCHMORE WALK
2019,Special Service,339,PIGEON WITH LEG TRAPPED IN WINDOW  SECOND FLOOR,Bird,mobile,Library ,Non Residential,from height,DALSTON,HACKNEY,DALSTON LANE
2019,Special Service,339,BIRDS TRAPPED IN METAL GRILLS DIRECTLY UNDERNEATH THE FLYOVER,Bird,landline,Bridge,Outdoor Structure,from height,GASCOIGNE,BARKING AND DAGENHAM,HIGHBRIDGE ROAD
2019,Special Service,339,ASSIST RSPCA WITH BIRD HANGING FROM GUTTERING,Bird,mobile,House - single occupancy ,Dwelling,from height,HOLLOWAY,ISLINGTON,FREEGROVE ROAD
2019,Special Service,339,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,LATCHMERE,WANDSWORTH,BATTERSEA PARK ROAD
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Multi-Storey car park,Non Residential,from height,GROVE,KINGSTON UPON THAMES,WHEATFIELD WAY
2019,Special Service,339,Redacted,Bird,landline,Synagogue ,Non Residential,from height,EDGWARE,BARNET,HALE LANE
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Church/Chapel ,Non Residential,from height,MARKHOUSE,WALTHAM FOREST,MARKHOUSE ROAD
2019,Special Service,339,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,from height,KILBURN,BRENT,KILBURN PARK ROAD
2019,Special Service,339,Redacted,Bird,landline,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,HALE END AND HIGHAMS PARK,WALTHAM FOREST,JACKS FARM WAY
2019,Special Service,339,ASSIST RSPCA WITH CROW TRAPPED IN FENCING ON ROOF,Bird,mobile,Gym ,Non Residential,from height,HAMPTON WICK,RICHMOND UPON THAMES,PARK ROAD
2019,Special Service,339,PIGEON TRAPPED IN NETTING-OPPOSITE SAINSBURYS UNDER THE ARCHES,Bird,mobile,Bridge,Outdoor Structure,from height,NORTH WALWORTH,SOUTHWARK,NEW KENT ROAD
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,landline,Animal harm outdoors,Outdoor,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,339,Redacted,Bird,mobile,Park ,Outdoor,from height,CHISWICK HOMEFIELDS,HOUNSLOW,THE PROMENADE
2019,Special Service,339,PIGEON TRAPPED IN NETTING NEXT TO BRIDGE,Bird,mobile,Bridge,Outdoor Structure,from height,CHISWICK HOMEFIELDS,HOUNSLOW,TURNHAM GREEN TERRACE
2019,Special Service,339,BIRD TRAPPED IN NETTING OUTSIDE                  NEAR SAINSBURYS,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,339,BIRD STUCK IN TREE BY WIRE,Bird,landline,Tree scrub ,Outdoor,from height,NORTHWOOD HILLS,HILLINGDON,SALISBURY ROAD
2019,Special Service,339,BIRD STUCK IN NETTING   RSPCA ON SCENE,Bird,mobile,Single shop ,Non Residential,from height,FAIRFIELD,CROYDON,NORTH END
2019,Special Service,339,Redacted,Bird,mobile,Infant/Primary school,Non Residential,from height,BRONDESBURY PARK,BRENT,BRONDESBURY PARK
2019,Special Service,339,PIGEONS TRAPPED IN NETTING-NEXT TO CHICKEN SHOP IN MARKET,Bird,mobile,Single shop ,Non Residential,from height,DALSTON,HACKNEY,KINGSLAND HIGH STREET
2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,mobile,Single shop ,Non Residential,from height,MONKHAMS,REDBRIDGE,THE BROADWAY
2019,Special Service,339,BIRD HANGING BY NECK FROM RAILWAY BRIDGE   WILDLIFE RESCUE VOLUNTEER IN ATTENDANCE,Bird,mobile,Animal harm outdoors,Outdoor,from height,SHADWELL,TOWER HAMLETS,CABLE STREET
2019,Special Service,339,BIRD TRAPPED ON WINDOW LEDGE  LONDON WILDLIFE PROTECTION ON SCENE AL REQUESTED FROM SCENE,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,WEST END,WESTMINSTER,BROWN HART GARDENS
2019,Special Service,339,SMALL ANIMAL RESCUE,Bird,mobile,Tree scrub ,Outdoor,from height,LONDON FIELDS,HACKNEY,FRESHFIELD AVENUE
2019,Special Service,339,BIRDS TRAPPED IN NETTING ON BALCONY AT FIRST FLOOR LEVEL,Bird,mobile,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,SEVEN SISTERS,HARINGEY,REMINGTON ROAD
2019,Special Service,339,BIRD TRAPPED IN NETTING -WILDLIFE TRUST ON SCENE,Bird,landline,Train station - elsewhere ,Non Residential,from height,MAPESBURY,BRENT,KILBURN HIGH ROAD
2020,Special Service,339,SMALL ANIMAL RESCUE,Bird,mobile,Railway building - other,Non Residential,from height,BISHOP'S,LAMBETH,YORK ROAD
2020,Special Service,339,PIGEON TRAPPED IN NETTING  -  J/O ELM ROAD    RSPCA ON SCENE,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,CANBURY,KINGSTON UPON THAMES,ST GEORGES ROAD
2020,Special Service,339,RUNNING CALL TO  PARROT TRAPPED IN TREE,Bird,landline,Tree scrub ,Outdoor,from height,CHURCHFIELDS,REDBRIDGE,HIGH ROAD
2020,Special Service,339,BIRD STUCK IN CHIMNEY,Bird,landline,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,WEST WICKHAM,BROMLEY,DIXON PLACE
2020,Special Service,339,BIRD CAUGHT IN CABLE   RSPCA IN ATTENDANCE AND REQUEST ASSISTANCE,Bird,mobile,Converted office ,Non Residential,from height,RAYNERS LANE,HARROW,RAYNERS LANE
2020,Special Service,339,PIGEON TRAPPED IN WIRING AT FIRST FLOOR LEVEL,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,BOW WEST,TOWER HAMLETS,OLD FORD ROAD
2020,Special Service,339,Redacted,Bird,landline,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,from height,ROYAL HOSPITAL,KENSINGTON AND CHELSEA,FLOOD STREET
2020,Special Service,339,Redacted,Bird,mobile,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,from height,PURLEY & WOODCOTE,CROYDON,BRIGHTON ROAD
2020,Special Service,339,Redacted,Bird,mobile,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,from height,MAPESBURY,BRENT,TEIGNMOUTH ROAD
2020,Special Service,339,Redacted,Bird,mobile,Bridge,Outdoor Structure,from height,BOUNDS GREEN,HARINGEY,PINKHAM WAY
